,longitude,latitude,housing_median_age,median_income,house_category,bedrooms_per_person,rooms_per_person,bedrooms_per_rooms,bedrooms_per_family,Pessoas_por_familia,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,valor_real,valor_previsto,diferenca,porcentagem,categoria_desconto
19492,-121.0,37.65,52.0,2.5089,20%-40%,0.45418552036199095,2.198529411764706,0.20658605608438385,1.030808729139923,2.269576379974326,0,1,0,0,0,119000.0,109610.0,9390.0,8.566736611623027,Cara
16960,-122.3,37.53,43.0,4.5116,20%_expensive,0.3719512195121951,1.7764227642276422,0.20938215102974828,0.9865229110512129,2.652291105121294,0,0,0,0,1,337800.0,242355.0,95445.0,39.38231107260011,Cara
15871,-122.41,37.76,52.0,2.6667,20%_expensive,0.262987012987013,1.1396103896103895,0.23076923076923078,1.08,4.1066666666666665,0,0,0,1,0,325000.0,160685.0,164315.0,102.25907832093849,Cara
6401,-118.06,34.13,28.0,3.292,60%-80%,0.5361074827393171,2.2651614107109537,0.23667517917456132,1.0519956060051263,1.9622848773343098,0,1,0,0,0,227300.0,131480.0,95820.0,72.87800425920292,Cara
5633,-118.28,33.75,18.0,1.8393,40%-60%,0.4405594405594406,0.916083916083916,0.48091603053435117,1.0053191489361701,2.2819148936170213,0,0,0,0,1,187500.0,126690.0,60810.0,47.99905280606204,Cara
7217,-118.16,34.03,45.0,2.6042,20%-40%,0.24972972972972973,0.9664864864864865,0.25838926174496646,1.0405405405405406,4.166666666666667,1,0,0,0,0,145000.0,154630.0,-9630.0,-6.227769514324517,Desconto ok
14340,-117.16,32.74,49.0,3.0571,20%_expensive,0.8236272878535774,3.0199667221297837,0.2727272727272727,1.2073170731707317,1.4658536585365853,0,0,0,0,1,418800.0,265155.0,153645.0,57.94535271822142,Cara
1635,-122.2,37.88,36.0,7.7736,20%_expensive,0.4020100502512563,2.6758793969849246,0.15023474178403756,1.032258064516129,2.567741935483871,0,0,0,1,0,378100.0,382465.0,-4365.0,-1.1412809015204006,Desconto baixo
7278,-118.25,33.98,47.0,2.2969,20%-40%,0.21485411140583555,0.8183023872679045,0.2625607779578606,1.125,5.236111111111111,1,0,0,0,0,116700.0,138555.0,-21855.0,-15.773519540976508,Desconto muito alto
12890,-121.37,38.64,27.0,3.6786,40%-60%,0.3949801849405548,2.2087186261558784,0.17882775119617225,1.0602836879432624,2.6843971631205674,0,1,0,0,0,159700.0,142525.0,17175.0,12.050517453078408,Cara
11209,-117.9,33.82,32.0,2.4931,40%-60%,0.30109670987038883,1.1834496510468595,0.2544229149115417,1.0981818181818181,3.6472727272727274,1,0,0,0,0,166900.0,172155.0,-5255.0,-3.052481775144492,Desconto baixo
19396,-120.83,37.76,21.0,2.9125,20%-40%,0.4383561643835616,1.9863013698630136,0.2206896551724138,1.1566265060240963,2.63855421686747,0,1,0,0,0,112500.0,115205.0,-2705.0,-2.3479883685603924,Desconto baixo
13296,-117.65,34.08,52.0,3.375,20%-40%,0.42580019398642094,2.1959262851600387,0.19390459363957596,1.0045766590389016,2.3592677345537756,0,1,0,0,0,144300.0,135330.0,8970.0,6.628242074927954,Cara
8911,-118.48,34.02,29.0,2.7072,20%_expensive,0.5318940137389597,1.5554465161923454,0.3419558359621451,1.1129363449691991,2.0924024640657084,1,0,0,0,0,375000.0,197900.0,177100.0,89.48964123294593,Cara
2426,-119.5,36.62,34.0,2.2206,20%_cheaper,0.26227897838899805,1.4145383104125737,0.18541666666666667,1.0075471698113208,3.841509433962264,0,1,0,0,0,63400.0,74475.0,-11075.0,-14.870762000671366,Desconto bom
3374,-118.3,34.26,42.0,4.81,40%-60%,0.36943231441048036,1.9091703056768559,0.19350411710887466,0.9635535307517085,2.6082004555808656,1,0,0,0,0,191900.0,224445.0,-32545.0,-14.500211633139523,Desconto bom
9983,-122.52,38.67,35.0,3.4539,20%_expensive,0.4533898305084746,2.40819209039548,0.18826979472140762,1.2687747035573123,2.7984189723320156,0,1,0,0,0,300000.0,127515.0,172485.0,135.26643924244206,Cara
1906,-120.02,38.76,15.0,4.3333,20%-40%,0.8524137931034482,4.333793103448276,0.19669000636537237,2.168421052631579,2.543859649122807,0,1,0,0,0,121400.0,137240.0,-15840.0,-11.54182454095016,Desconto bom
4927,-118.24,34.0,38.0,1.7132,20%-40%,0.24154025670945156,1.000583430571762,0.241399416909621,1.06426735218509,4.406169665809768,1,0,0,0,0,108200.0,115450.0,-7250.0,-6.27977479428324,Desconto ok
6618,-118.12,34.18,47.0,3.4777,60%-80%,0.33376707872478856,1.5250487963565387,0.2188566552901024,1.0665280665280665,3.1954261954261955,0,1,0,0,0,230600.0,127550.0,103050.0,80.79184633477068,Cara
6751,-118.08,34.1,32.0,3.0819,60%-80%,0.43,1.8866666666666667,0.22791519434628976,1.223908918406072,2.846299810246679,1,0,0,0,0,214600.0,193170.0,21430.0,11.093855153491743,Cara
7418,-118.22,33.94,41.0,3.4323,20%-40%,0.22472924187725632,0.8375451263537906,0.2683189655172414,1.055084745762712,4.694915254237288,1,0,0,0,0,144600.0,151010.0,-6410.0,-4.244752003178597,Desconto baixo
19161,-122.68,38.36,8.0,4.3278,40%-60%,0.3485520480041743,1.961909731280981,0.1776595744680851,1.038073038073038,2.9782439782439782,1,0,0,0,0,184100.0,217675.0,-33575.0,-15.424371195589757,Desconto muito alto
15155,-117.04,32.99,6.0,6.6012,20%_expensive,0.32132336279175167,2.156809426693859,0.14898087833578483,1.112156862745098,3.461176470588235,1,0,0,0,0,314900.0,313075.0,1825.0,0.5829274135590513,Cara
6487,-118.0,34.1,34.0,3.4005,40%-60%,0.2979274611398964,1.4566062176165804,0.20453534904401957,1.0430839002267573,3.5011337868480727,0,1,0,0,0,176300.0,129765.0,46535.0,35.8609794628752,Cara
2058,-119.65,36.62,6.0,1.6607,20%_cheaper,0.31398809523809523,1.4367559523809523,0.21853961677887104,1.0193236714975846,3.246376811594203,0,1,0,0,0,58000.0,69260.0,-11260.0,-16.257580132832807,Desconto muito alto
11951,-117.44,33.94,32.0,4.1776,20%-40%,0.35437430786268,2.008859357696567,0.17640573318632854,1.0457516339869282,2.950980392156863,0,1,0,0,0,118700.0,168540.0,-49840.0,-29.571615046873145,Desconto muito alto
9271,-122.62,38.15,14.0,6.4092,20%_expensive,0.3025732031943212,2.004436557231588,0.1509517485613103,0.9855491329479769,3.2572254335260116,1,0,0,0,0,334900.0,300365.0,34535.0,11.497677825312538,Cara
318,-122.19,37.76,38.0,0.7683,20%_cheaper,0.32342657342657344,1.30506993006993,0.2478231748158071,1.0541310541310542,3.259259259259259,0,0,0,1,0,81800.0,142805.0,-61005.0,-42.7190924687511,Desconto muito alto
11361,-117.92,33.74,24.0,4.3882,40%-60%,0.2650211917227624,1.3266018449264523,0.19977447848148844,1.0152817574021011,3.830945558739255,1,0,0,0,0,189300.0,181640.0,7660.0,4.217132790134332,Cara
2555,-124.18,40.78,34.0,2.1607,20%_cheaper,0.3831578947368421,1.6757894736842105,0.228643216080402,1.1482649842271293,2.996845425867508,0,0,0,0,1,67000.0,144475.0,-77475.0,-53.62519467035819,Desconto muito alto
1866,-119.94,38.96,20.0,1.5536,60%-80%,0.8265524625267666,3.107066381156317,0.2660234321157822,1.5137254901960784,1.8313725490196078,0,1,0,0,0,212500.0,87130.0,125370.0,143.88844255709859,Cara
1139,-121.57,39.74,17.0,2.4623,20%-40%,0.41418439716312055,2.2964539007092197,0.18035824583075974,1.024561403508772,2.473684210526316,0,1,0,0,0,126100.0,108965.0,17135.0,15.725232872940854,Cara
188,-122.24,37.79,39.0,2.1638,20%_cheaper,0.29439890710382516,1.0034153005464481,0.29339686861810754,1.1079691516709511,3.763496143958869,0,0,0,1,0,105500.0,138130.0,-32630.0,-23.622674292333308,Desconto muito alto
19889,-119.16,36.31,7.0,1.6829,20%_cheaper,0.4129353233830846,1.8320895522388059,0.22539035980991173,1.067524115755627,2.585209003215434,0,1,0,0,0,80200.0,75665.0,4535.0,5.993524086433622,Cara
2727,-115.54,32.79,23.0,1.275,20%_cheaper,0.2941605839416058,1.2496350364963504,0.23539719626168223,1.0689655172413792,3.6339522546419096,0,1,0,0,0,60400.0,62015.0,-1615.0,-2.604208659195356,Desconto baixo
619,-122.17,37.73,46.0,3.25,40%-60%,0.5081081081081081,2.3383783783783785,0.21729079981507166,1.0804597701149425,2.1264367816091956,0,0,0,1,0,177500.0,224100.0,-46600.0,-20.794288264167783,Desconto muito alto
12134,-117.16,33.92,12.0,4.7568,20%-40%,0.31180124223602484,2.009937888198758,0.15512978986402967,1.0,3.2071713147410357,0,1,0,0,0,143500.0,185095.0,-41595.0,-22.472243982819634,Desconto muito alto
5511,-118.42,33.99,35.0,4.5521,60%-80%,0.38832252085264135,1.597775718257646,0.24303944315545242,1.0634517766497462,2.738578680203046,1,0,0,0,0,263800.0,215895.0,47905.0,22.18902707334584,Cara
12017,-117.5,33.92,31.0,2.9821,20%-40%,0.3410904255319149,1.6815159574468086,0.20284697508896798,1.204225352112676,3.5305164319248825,0,1,0,0,0,115600.0,109220.0,6380.0,5.841420985167551,Cara
19372,-120.79,37.82,17.0,3.2667,60%-80%,0.40298507462686567,2.3366500829187395,0.17246273953158267,1.0736377025036818,2.6642120765832105,0,1,0,0,0,269500.0,126125.0,143375.0,113.67690782953419,Cara
3271,-122.91,39.07,21.0,2.4423,20%_cheaper,0.484,2.202,0.2198001816530427,1.2703412073490814,2.6246719160104988,0,1,0,0,0,102300.0,106535.0,-4235.0,-3.975219411461022,Desconto baixo
9875,-121.83,36.62,33.0,2.7708,40%-60%,0.3837994214079074,1.707810993249759,0.22473178994918125,1.0257731958762886,2.672680412371134,1,0,0,0,0,161800.0,171495.0,-9695.0,-5.653226041575556,Desconto ok
20352,-119.09,34.22,8.0,4.0208,20%_cheaper,0.032362459546925564,0.12944983818770225,0.25,0.625,19.3125,0,0,0,0,1,52500.0,188415.0,-135915.0,-72.13597643499722,Desconto muito alto
10215,-117.9,33.87,34.0,3.4338,40%-60%,0.28076923076923077,1.3567307692307693,0.2069454287739192,0.9765886287625418,3.4782608695652173,1,0,0,0,0,195200.0,185620.0,9580.0,5.161081779980606,Cara
735,-122.15,37.67,35.0,5.5797,40%-60%,0.3398804440649018,2.111016225448335,0.1610032362459547,1.0205128205128204,3.0025641025641026,0,0,0,1,0,198100.0,317175.0,-119075.0,-37.542366201623715,Desconto muito alto
13031,-121.2,38.67,10.0,4.6902,40%-60%,0.40931372549019607,2.374387254901961,0.17238709677419356,1.1264755480607083,2.752107925801012,0,1,0,0,0,171000.0,189690.0,-18690.0,-9.852917918709474,Desconto ok
13165,-121.37,36.84,11.0,3.5714,60%-80%,0.3734115347018573,1.9511241446725318,0.19138276553106212,1.0670391061452513,2.857541899441341,0,1,0,0,0,243000.0,122920.0,120080.0,97.68955418158151,Cara
1374,-122.12,38.01,50.0,3.9519,20%-40%,0.38060781476121563,1.8813314037626627,0.2023076923076923,1.100418410041841,2.8912133891213387,0,0,0,1,0,126500.0,224760.0,-98260.0,-43.71774337070653,Desconto muito alto
11993,-117.53,34.02,19.0,5.3269,20%_expensive,0.33663366336633666,2.5346534653465347,0.1328125,1.2142857142857142,3.607142857142857,0,1,0,0,0,375000.0,211540.0,163460.0,77.27143802590527,Cara
6968,-118.05,33.98,41.0,2.0147,20%-40%,0.3645655877342419,1.1976149914821124,0.30440967283072545,1.0974358974358975,3.01025641025641,1,0,0,0,0,137500.0,136405.0,1095.0,0.8027564971958506,Cara
15480,-117.13,33.15,15.0,3.4833,40%-60%,0.38214643931795383,2.247743229689067,0.17001338688085676,0.9769230769230769,2.556410256410256,1,0,0,0,0,193200.0,202740.0,-9540.0,-4.705534181710566,Desconto baixo
11058,-117.86,33.78,21.0,2.6959,40%-60%,0.3744877049180328,1.3898565573770492,0.2694434205676373,1.0124653739612188,2.703601108033241,1,0,0,0,0,178800.0,203980.0,-25180.0,-12.344347485047553,Desconto bom
2917,-119.03,35.36,41.0,3.9097,20%_cheaper,0.37154554759467756,1.9897645854657113,0.1867283950617284,0.9355670103092784,2.518041237113402,0,1,0,0,0,81300.0,126770.0,-45470.0,-35.86810759643449,Desconto muito alto
6118,-117.91,34.13,34.0,2.2132,20%-40%,0.3162970106075217,1.485053037608486,0.21298701298701297,1.0347003154574133,3.271293375394322,1,0,0,0,0,138500.0,142240.0,-3740.0,-2.6293588301462316,Desconto baixo
13338,-117.65,34.02,9.0,4.4042,40%-60%,0.36115992970123023,1.851493848857645,0.1950640721404841,1.056555269922879,2.9254498714652954,0,1,0,0,0,159100.0,155595.0,3505.0,2.2526430797904817,Cara
84,-122.28,37.81,35.0,1.8088,20%-40%,0.39400428265524623,2.0299785867237685,0.1940928270042194,1.0887573964497042,2.7633136094674557,0,0,0,1,0,118800.0,137860.0,-19060.0,-13.825620194400114,Desconto bom
19411,-120.97,37.73,19.0,5.7476,60%-80%,0.3845609065155807,2.6381019830028327,0.1457718120805369,1.1727861771058314,3.0496760259179267,0,1,0,0,0,248600.0,215940.0,32660.0,15.124571640270446,Cara
12429,-116.25,33.68,16.0,3.0114,20%_expensive,0.7941176470588235,3.8907563025210083,0.2041036717062635,1.6016949152542372,2.016949152542373,0,1,0,0,0,366700.0,139590.0,227110.0,162.69790099577332,Cara
11533,-118.08,33.76,26.0,1.6111,20%_cheaper,0.8338150289017341,2.842485549132948,0.29334011184544995,1.0724907063197027,1.2862453531598512,1,0,0,0,0,54300.0,122500.0,-68200.0,-55.673469387755105,Desconto muito alto
14635,-117.21,32.8,34.0,3.7102,60%-80%,0.41729323308270677,2.6278195488721803,0.15879828326180256,0.9098360655737705,2.180327868852459,0,0,0,0,1,289600.0,270590.0,19010.0,7.025388964854577,Cara
7104,-118.0,33.9,35.0,4.3831,60%-80%,0.31790123456790126,1.808641975308642,0.1757679180887372,0.9142011834319527,2.8757396449704142,1,0,0,0,0,209800.0,198520.0,11280.0,5.682047148901874,Cara
140,-122.18,37.81,30.0,6.3624,20%_expensive,0.30158730158730157,2.3174603174603177,0.13013698630136986,0.7307692307692307,2.423076923076923,0,0,0,1,0,483300.0,315115.0,168185.0,53.37257826507783,Cara
20624,-121.41,39.04,16.0,3.0739,20%_cheaper,0.4103967168262654,2.322845417236662,0.17667844522968199,1.0309278350515463,2.5120274914089347,0,1,0,0,0,87200.0,123515.0,-36315.0,-29.401287293041328,Desconto muito alto
14662,-117.13,32.8,33.0,4.5568,40%-60%,0.36104513064133015,2.1623119556611243,0.1669718051995606,1.0247191011235954,2.838202247191011,0,0,0,0,1,175300.0,246550.0,-71250.0,-28.89880348813628,Desconto muito alto
13998,-116.96,34.83,30.0,1.6667,20%_cheaper,0.47299509001636664,1.9819967266775778,0.23864574731626756,1.2565217391304349,2.6565217391304348,0,1,0,0,0,44700.0,97990.0,-53290.0,-54.383100316358814,Desconto muito alto
5160,-118.28,33.96,23.0,1.5313,20%_cheaper,0.29833984375,0.96826171875,0.308119011598588,1.0183333333333333,3.4133333333333336,1,0,0,0,0,91400.0,130785.0,-39385.0,-30.11430974500134,Desconto muito alto
6315,-117.99,34.0,26.0,6.6988,20%_expensive,0.2895696571845368,2.1794310722100656,0.1328647925033467,0.9566265060240964,3.3036144578313253,1,0,0,0,0,382500.0,328910.0,53590.0,16.293210908759235,Cara
2580,-124.02,40.8,22.0,3.9792,20%-40%,0.3631051752921536,2.1602671118530883,0.16808346213292116,0.9841628959276018,2.7104072398190047,1,0,0,0,0,133900.0,259185.0,-125285.0,-48.33805968709609,Desconto muito alto
18606,-122.13,37.15,39.0,3.9423,40%-60%,0.4581464872944694,2.133034379671151,0.21478626489138053,1.1833976833976834,2.583011583011583,0,0,0,0,1,180300.0,237890.0,-57590.0,-24.208667871705412,Desconto muito alto
13348,-117.64,34.03,10.0,4.1779,40%-60%,0.27729885057471265,1.5296934865900382,0.1812773951158422,1.0546448087431695,3.80327868852459,0,1,0,0,0,159100.0,134010.0,25090.0,18.722483396761437,Cara
20630,-121.32,39.29,11.0,3.5673,20%-40%,0.4017501988862371,2.100238663484487,0.19128787878787878,1.1348314606741574,2.8247191011235957,0,1,0,0,0,112000.0,104915.0,7085.0,6.753085831387313,Cara
186,-122.23,37.79,52.0,2.9357,20%-40%,0.23809523809523808,1.0747438215792646,0.22153673583847447,0.9587378640776699,4.026699029126213,0,0,0,1,0,107900.0,210015.0,-102115.0,-48.62271742494584,Desconto muito alto
682,-122.14,37.69,37.0,2.9958,40%-60%,0.48947849954254347,1.958828911253431,0.24988323213451658,0.963963963963964,1.9693693693693695,0,0,0,1,0,178400.0,243275.0,-64875.0,-26.6673517624088,Desconto muito alto
6453,-118.06,34.12,25.0,3.6639,60%-80%,0.4588744588744589,2.1055194805194803,0.21793883320483165,1.1172595520421607,2.4347826086956523,0,1,0,0,0,248100.0,128190.0,119910.0,93.54083781886263,Cara
10580,-117.82,33.71,9.0,2.885,40%-60%,0.2128755364806867,1.117167381974249,0.19054936611601997,1.0143149284253579,4.76482617586912,1,0,0,0,0,162500.0,159000.0,3500.0,2.20125786163522,Cara
16253,-121.27,37.96,52.0,2.5625,20%_cheaper,0.36774193548387096,1.8806451612903226,0.1955403087478559,1.2258064516129032,3.3333333333333335,0,1,0,0,0,54200.0,104045.0,-49845.0,-47.90715555769138,Desconto muito alto
12102,-117.31,33.94,7.0,5.2713,60%-80%,0.42460881934566147,2.662873399715505,0.1594551282051282,1.0894160583941606,2.565693430656934,0,1,0,0,0,216500.0,216925.0,-425.0,-0.19592024893396337,Desconto baixo
7924,-118.08,33.84,31.0,3.625,40%-60%,0.2938295788442703,1.1640548481880508,0.2524190155658393,1.0118043844856661,3.4435075885328836,1,0,0,0,0,170400.0,167635.0,2765.0,1.649416887881409,Cara
17187,-122.38,37.34,33.0,7.7773,20%_expensive,0.5225,2.635,0.198292220113852,1.2981366459627328,2.484472049689441,0,0,0,0,1,456300.0,402740.0,53560.0,13.298902517753389,Cara
10074,-120.1,39.33,9.0,4.3958,20%-40%,0.42749371332774516,2.295054484492875,0.1862673484295106,1.2378640776699028,2.895631067961165,0,1,0,0,0,124800.0,157070.0,-32270.0,-20.54497994524734,Desconto muito alto
20349,-119.08,34.17,32.0,7.3004,20%-40%,0.3492063492063492,2.634920634920635,0.13253012048192772,0.7586206896551724,2.1724137931034484,0,0,0,0,1,125000.0,409555.0,-284555.0,-69.47906874534556,Desconto muito alto
11386,-117.98,33.65,22.0,3.7315,40%-60%,0.5026666666666667,2.223333333333333,0.22608695652173913,1.0486787204450625,2.086230876216968,1,0,0,0,0,197900.0,258495.0,-60595.0,-23.441459215845565,Desconto muito alto
15229,-117.16,33.06,16.0,5.8661,20%_expensive,0.36233766233766235,2.581818181818182,0.1403420523138833,1.1071428571428572,3.0555555555555554,0,0,0,0,1,404500.0,375210.0,29290.0,7.80629514138749,Cara
18379,-121.87,37.22,26.0,7.6933,20%_expensive,0.3448275862068966,2.649655172413793,0.1301405517959396,0.9881422924901185,2.8656126482213438,1,0,0,0,0,405900.0,381410.0,24490.0,6.420911879604625,Cara
14691,-117.08,32.8,32.0,3.375,40%-60%,0.4220472440944882,2.499212598425197,0.1688720856962823,1.0763052208835342,2.5502008032128516,0,0,0,0,1,178100.0,212980.0,-34880.0,-16.377124612639683,Desconto muito alto
19755,-122.21,40.18,30.0,2.1898,20%_cheaper,0.3804878048780488,1.8146341463414635,0.20967741935483872,0.9454545454545454,2.484848484848485,0,1,0,0,0,63200.0,89760.0,-26560.0,-29.590017825311943,Desconto muito alto
2942,-118.97,35.37,34.0,1.7197,20%_cheaper,0.2880622837370242,1.1929065743944636,0.24147933284989123,1.0571428571428572,3.6698412698412697,0,1,0,0,0,48900.0,60360.0,-11460.0,-18.986083499005964,Desconto muito alto
6548,-118.02,34.05,28.0,2.3611,40%-60%,0.22270742358078602,0.8655021834061135,0.25731584258324924,0.9622641509433962,4.320754716981132,1,0,0,0,0,167000.0,140580.0,26420.0,18.79356949779485,Cara
3545,-118.63,34.24,9.0,4.8333,60%-80%,0.49044585987261147,2.526008492569002,0.19415843664635427,1.0098360655737706,2.059016393442623,1,0,0,0,0,277200.0,306480.0,-29280.0,-9.553641346906813,Desconto ok
11098,-117.88,33.83,25.0,6.8407,60%-80%,0.33066666666666666,2.38,0.13893557422969188,0.9880478087649402,2.9880478087649402,1,0,0,0,0,266700.0,328110.0,-61410.0,-18.716284172990765,Desconto muito alto
16991,-122.28,37.55,17.0,6.1228,20%_expensive,0.3113861386138614,2.0787128712871286,0.14979757085020243,0.9984126984126984,3.2063492063492065,0,0,0,1,0,375700.0,289550.0,86150.0,29.753065101018823,Cara
6516,-118.01,34.07,22.0,2.9334,40%-60%,0.23582358235823583,0.9467446744674467,0.24908889241007764,1.0796703296703296,4.5782967032967035,0,1,0,0,0,182600.0,117340.0,65260.0,55.616158172831085,Cara
14982,-116.99,32.72,14.0,4.775,20%-40%,0.28776290630975143,1.6931166347992352,0.16996047430830039,1.0598591549295775,3.683098591549296,1,0,0,0,0,143300.0,211960.0,-68660.0,-32.39290432157011,Desconto muito alto
19392,-120.85,37.77,35.0,2.4583,20%_cheaper,0.367816091954023,1.5478927203065134,0.2376237623762376,0.96,2.61,0,1,0,0,0,75000.0,84935.0,-9935.0,-11.697180196620947,Desconto bom
6553,-118.07,34.17,36.0,5.5418,20%_expensive,0.3242798353909465,1.9876543209876543,0.16314699792960663,0.9539951573849879,2.9418886198547214,0,1,0,0,0,326100.0,192425.0,133675.0,69.46862413927504,Cara
157,-122.24,37.81,52.0,6.0302,60%-80%,0.3753943217665615,2.3501577287066246,0.1597315436241611,0.9296875,2.4765625,0,0,0,1,0,287300.0,324650.0,-37350.0,-11.504697366394579,Desconto bom
11999,-117.56,33.94,6.0,7.0215,60%-80%,0.22955974842767296,1.8081761006289307,0.12695652173913044,0.8295454545454546,3.6136363636363638,0,1,0,0,0,257100.0,282430.0,-25330.0,-8.968593987890806,Desconto ok
2747,-115.57,32.78,20.0,6.2715,20%_cheaper,0.269804822043628,1.7611940298507462,0.15319426336375488,1.0585585585585586,3.9234234234234235,0,1,0,0,0,97200.0,223205.0,-126005.0,-56.4525884276786,Desconto muito alto
6740,-118.09,34.12,38.0,5.6152,20%_expensive,0.36585365853658536,2.1989730423620024,0.16637478108581435,0.9965034965034965,2.7237762237762237,1,0,0,0,0,359900.0,280090.0,79810.0,28.494412510264556,Cara
12105,-117.34,34.0,27.0,3.175,20%_cheaper,0.29906542056074764,1.5,0.19937694704049844,0.9552238805970149,3.1940298507462686,0,1,0,0,0,101600.0,124945.0,-23345.0,-18.684221057265198,Desconto muito alto
18162,-122.04,37.36,26.0,6.8753,20%_expensive,0.370668815471394,2.6575342465753424,0.13947847180109157,0.9745762711864406,2.6292372881355934,1,0,0,0,0,403000.0,362995.0,40005.0,11.020812958856183,Cara
5014,-118.32,34.0,50.0,1.95,20%-40%,0.30130434782608695,1.4130434782608696,0.21323076923076922,1.0266666666666666,3.4074074074074074,1,0,0,0,0,112600.0,136715.0,-24115.0,-17.638883809384488,Desconto muito alto
5501,-118.43,33.99,35.0,4.3281,20%_expensive,0.43612334801762115,1.9762114537444935,0.22068658047258136,1.064516129032258,2.4408602150537635,1,0,0,0,0,324000.0,235320.0,88680.0,37.68485466598674,Cara
11193,-117.92,33.84,38.0,3.2969,60%-80%,0.3919523099850969,1.9612518628912072,0.19984802431610943,0.9460431654676259,2.4136690647482015,1,0,0,0,0,220000.0,188275.0,31725.0,16.850351878900543,Cara
9621,-120.3,37.34,33.0,2.4286,20%_cheaper,0.3345323741007194,1.7859712230215827,0.18731117824773413,1.062857142857143,3.177142857142857,0,1,0,0,0,103600.0,87340.0,16260.0,18.616899473322647,Cara
17843,-121.87,37.43,22.0,6.2892,60%-80%,0.2813975448536355,1.7965061378659113,0.1566360052562418,0.9597423510466989,3.4106280193236715,1,0,0,0,0,254200.0,272410.0,-18210.0,-6.684776623471972,Desconto ok
12723,-121.38,38.59,38.0,4.5313,40%-60%,0.41897810218978104,2.6846715328467154,0.15606307775965197,1.039855072463768,2.4818840579710146,0,1,0,0,0,189400.0,169570.0,19830.0,11.694285545792297,Cara
11131,-117.93,33.85,31.0,3.875,40%-60%,0.4813664596273292,2.2246376811594204,0.216379711493718,1.5397350993377483,3.198675496688742,1,0,0,0,0,183900.0,261220.0,-77320.0,-29.599571242630734,Desconto muito alto
15179,-117.08,33.03,17.0,5.8747,60%-80%,0.30669546436285094,2.1317494600431965,0.14387031408308004,0.9342105263157895,3.0460526315789473,1,0,0,0,0,229300.0,303200.0,-73900.0,-24.37335092348285,Desconto muito alto
12442,-116.08,33.86,16.0,2.425,20%_cheaper,0.489010989010989,2.0934065934065935,0.2335958005249344,1.1866666666666668,2.4266666666666667,0,1,0,0,0,76100.0,99870.0,-23770.0,-23.80094122359067,Desconto muito alto
9954,-122.36,38.4,16.0,2.2536,40%-60%,0.6080178173719376,3.024498886414254,0.20103092783505155,1.092,1.796,0,1,0,0,0,201200.0,107120.0,94080.0,87.82673637042569,Cara
19991,-119.35,36.2,31.0,2.2264,20%_cheaper,0.30173775671406006,1.4083728278041074,0.2142456533931576,1.0670391061452513,3.536312849162011,0,1,0,0,0,50800.0,72855.0,-22055.0,-30.272458993891977,Desconto muito alto
679,-122.15,37.68,35.0,4.3864,40%-60%,0.3313565604151223,1.9510748702742773,0.16983282674772038,0.9197530864197531,2.7757201646090537,0,0,0,1,0,205200.0,199795.0,5405.0,2.7052729047273454,Cara
6039,-117.73,34.07,33.0,2.2596,20%-40%,0.30562060889929743,1.2002341920374706,0.2546341463414634,0.9702602230483272,3.174721189591078,0,1,0,0,0,119400.0,75300.0,44100.0,58.56573705179283,Cara
4539,-118.2,34.02,49.0,2.75,20%-40%,0.22466335931963147,0.7781715095676824,0.2887067395264117,1.053156146179402,4.687707641196013,1,0,0,0,0,146000.0,147915.0,-1915.0,-1.2946624750701416,Desconto baixo
15406,-117.23,33.23,13.0,2.9875,40%-60%,0.33761562178828364,1.4897225077081193,0.2266298723697827,1.1347150259067358,3.360967184801382,1,0,0,0,0,172000.0,170990.0,1010.0,0.5906778174162232,Cara
15261,-117.26,33.02,9.0,6.3712,20%_expensive,0.44025522041763343,2.6867749419953597,0.163860103626943,1.108029197080292,2.5167883211678834,0,0,0,0,1,369800.0,373315.0,-3515.0,-0.941564094665363,Desconto baixo
11097,-117.88,33.83,22.0,6.4685,60%-80%,0.3182883939038687,2.0644783118405625,0.15417376490630325,1.036259541984733,3.2557251908396947,1,0,0,0,0,241200.0,306255.0,-65055.0,-21.242102169760493,Desconto muito alto
17318,-120.13,34.63,11.0,5.5221,20%_expensive,0.3700873362445415,2.3329694323144103,0.1586335985025737,1.0029585798816567,2.710059171597633,0,0,0,0,1,394900.0,328625.0,66275.0,20.167364016736403,Cara
13921,-116.0,34.12,32.0,2.125,20%_cheaper,0.524300441826215,2.329160530191458,0.2251027505532722,1.3088235294117647,2.4963235294117645,0,1,0,0,0,57700.0,89640.0,-31940.0,-35.6314145470772,Desconto muito alto
13594,-117.29,34.1,19.0,0.7235,20%_cheaper,0.47985781990521326,1.4265402843601895,0.33637873754152825,0.9551886792452831,1.990566037735849,0,1,0,0,0,71300.0,70095.0,1205.0,1.7190955132320422,Cara
11083,-117.84,33.82,24.0,4.7946,60%-80%,0.34287454323995126,2.087088915956151,0.164283629997082,1.0368324125230202,3.023941068139963,1,0,0,0,0,251200.0,239160.0,12040.0,5.034286670011707,Cara
12088,-117.26,33.86,16.0,3.1103,20%-40%,0.3566009104704097,1.7769347496206374,0.20068317677198974,1.087962962962963,3.050925925925926,0,1,0,0,0,110000.0,113615.0,-3615.0,-3.1817981780574747,Desconto baixo
