,valor_real,latitude,longitude,valor_previsto,diferenca,porcentagem,categoria_desconto
1454,55000.0,40.07,-122.19,94735.0,-39735.0,-41.94331556446931,Desconto muito alto
1456,164600.0,34.03,-118.28,224285.0,-59685.0,-26.61123124595938,Desconto muito alto
1461,107800.0,37.96,-122.36,133710.0,-25910.0,-19.377757834118615,Desconto muito alto
1463,64600.0,41.86,-123.26,115690.00000000001,-51090.000000000015,-44.16112023511108,Desconto muito alto
1465,198700.0,32.75,-117.15,216950.00000000003,-18250.00000000003,-8.412076515326124,Desconto ok
1471,188700.0,38.66,-121.27,236530.00000000003,-47830.00000000003,-20.2215363801632,Desconto muito alto
1474,95300.0,36.96,-120.11,131429.99999999997,-36129.99999999997,-27.489918587841423,Desconto muito alto
1475,99600.0,32.71,-117.03,162130.0,-62530.0,-38.56781595016345,Desconto muito alto
1478,120000.0,38.46,-123.02,243074.99999999997,-123074.99999999997,-50.63252082690527,Desconto muito alto
1479,99800.0,33.94,-118.25,156075.0,-56275.0,-36.05638314912702,Desconto muito alto
1480,96200.0,39.09,-121.66,161135.0,-64935.0,-40.298507462686565,Desconto muito alto
1482,103400.0,35.33,-119.12,181980.0,-78580.0,-43.18056929332894,Desconto muito alto
1486,67300.0,35.61,-118.48,85415.0,-18115.0,-21.208218696950183,Desconto muito alto
1487,196900.0,33.95,-118.1,207924.99999999997,-11024.99999999997,-5.302392689671744,Desconto ok
1488,163900.0,37.61,-122.05,216369.99999999997,-52469.99999999997,-24.250127097102176,Desconto muito alto
1489,141700.0,34.04,-118.18,150360.0,-8660.0,-5.75951050811386,Desconto ok
1490,171200.0,32.93,-117.14,212590.0,-41390.0,-19.469401194788087,Desconto muito alto
1491,98300.0,34.49,-117.34,113150.0,-14850.0,-13.124171453822358,Desconto bom
1492,164600.0,34.01,-118.12,178495.0,-13895.0,-7.78453177960167,Desconto ok
1495,195200.0,37.65,-122.09,235310.0,-40110.0,-17.04559942203901,Desconto muito alto
1496,209800.0,33.02,-116.84,249894.99999999997,-40094.99999999997,-16.044738790291913,Desconto muito alto
1497,175000.0,33.77,-118.18,230684.99999999997,-55684.99999999997,-24.138977393415253,Desconto muito alto
1498,146900.0,34.04,-117.96,178815.0,-31915.0,-17.848055252635405,Desconto muito alto
1504,113700.0,33.88,-118.23,159075.0,-45375.0,-28.52428099952852,Desconto muito alto
1508,95900.0,38.02,-121.28,120290.0,-24390.0,-20.27599966747028,Desconto muito alto
1509,159500.0,33.92,-117.89,238240.00000000003,-78740.00000000003,-33.050705171255885,Desconto muito alto
1515,56300.0,37.29,-120.32,62015.00000000001,-5715.000000000007,-9.215512376038065,Desconto ok
1516,95800.0,39.34,-120.35,129055.00000000004,-33255.000000000044,-25.768083375305128,Desconto muito alto
1520,141700.0,34.15,-118.13,253175.00000000006,-111475.00000000006,-44.030808729139935,Desconto muito alto
1521,139500.0,32.86,-116.91,184114.99999999997,-44614.99999999997,-24.232137522743923,Desconto muito alto
1525,118100.0,33.93,-118.21,141975.0,-23875.0,-16.816340905088925,Desconto muito alto
1529,70000.0,37.75,-122.2,104715.0,-34715.0,-33.15188845915103,Desconto muito alto
1531,115500.0,34.94,-120.45,193950.0,-78450.0,-40.448569218870844,Desconto muito alto
1532,179800.0,32.76,-117.15,224350.0,-44550.0,-19.857365723200356,Desconto muito alto
1533,165600.0,33.8,-117.82,286229.99999999994,-120629.99999999994,-42.144429305104275,Desconto muito alto
1536,96800.0,38.5,-121.44,152355.0,-55555.0,-36.464179055495386,Desconto muito alto
1539,153100.0,34.25,-117.55,191770.00000000003,-38670.00000000003,-20.16478072691246,Desconto muito alto
1541,97000.0,38.55,-121.44,126840.00000000001,-29840.000000000015,-23.525701671397044,Desconto muito alto
1543,87500.0,37.28,-121.85,124879.99999999999,-37379.999999999985,-29.93273542600896,Desconto muito alto
1547,89500.0,36.65,-119.74,106560.0,-17060.0,-16.00975975975976,Desconto muito alto
1548,93200.0,34.13,-117.33,106905.0,-13705.0,-12.819793274402508,Desconto bom
1549,89000.0,34.23,-116.76,133165.0,-44165.0,-33.16562159726655,Desconto muito alto
1550,55000.0,36.16,-120.1,101465.0,-46465.0,-45.794116197703644,Desconto muito alto
1551,147800.0,32.58,-117.16,200445.0,-52645.0,-26.264062461024224,Desconto muito alto
1552,143800.0,34.01,-118.29,172065.0,-28265.0,-16.426931682794294,Desconto muito alto
1555,95000.0,38.7,-121.37,116215.0,-21215.0,-18.25495848212365,Desconto muito alto
1558,147500.0,33.2,-117.24,195530.0,-48030.0,-24.564005523449087,Desconto muito alto
1563,115200.0,39.15,-123.22,209720.0,-94520.0,-45.06961663169941,Desconto muito alto
1566,159100.0,32.76,-117.09,196090.0,-36990.0,-18.86378703656484,Desconto muito alto
1569,66000.0,40.47,-122.31,85760.0,-19760.0,-23.041044776119403,Desconto muito alto
1574,160800.0,38.01,-121.93,206280.00000000003,-45480.00000000003,-22.047702152414207,Desconto muito alto
1577,160400.0,32.8,-116.92,199955.0,-39555.0,-19.781950938961266,Desconto muito alto
1578,262300.0,34.24,-118.49,295034.99999999994,-32734.99999999994,-11.095293778704205,Desconto bom
1579,119200.0,34.05,-118.19,127074.99999999999,-7874.999999999985,-6.197127680503629,Desconto ok
1580,213700.0,32.63,-117.03,256300.0,-42600.0,-16.621147093250098,Desconto muito alto
1581,229100.0,37.23,-121.78,254435.00000000006,-25335.00000000006,-9.957356495765147,Desconto ok
1582,232000.0,37.27,-121.91,284755.0,-52755.0,-18.52645256448526,Desconto muito alto
1583,158500.0,35.11,-120.61,218075.0,-59575.0,-27.318583056287977,Desconto muito alto
1590,238000.0,32.79,-117.23,307215.0,-69215.0,-22.52982439008512,Desconto muito alto
1591,196400.0,38.44,-122.67,242435.0,-46035.0,-18.98859488110215,Desconto muito alto
1594,124700.0,36.8,-119.79,145975.0,-21275.0,-14.57441342695667,Desconto bom
1595,197300.0,34.25,-118.3,225760.00000000003,-28460.00000000003,-12.606307583274285,Desconto bom
1596,151800.0,36.94,-119.61,178875.0,-27075.0,-15.136268343815514,Desconto muito alto
1597,56700.0,37.94,-121.28,60955.0,-4255.0,-6.980559429087031,Desconto ok
1598,134900.0,37.64,-122.07,149220.0,-14320.0,-9.59656882455435,Desconto ok
1599,137500.0,34.15,-118.15,151900.0,-14400.0,-9.479921000658328,Desconto ok
1600,92300.0,37.77,-122.19,110810.0,-18510.0,-16.70426856781879,Desconto muito alto
1602,126500.0,34.12,-117.35,147995.0,-21495.0,-14.524139329031385,Desconto bom
1603,158800.0,33.71,-117.93,278350.0,-119550.0,-42.94952398059996,Desconto muito alto
1606,90000.0,32.7,-117.14,118844.99999999997,-28844.99999999997,-24.271109428246856,Desconto muito alto
1608,94100.0,33.93,-118.28,120400.0,-26300.0,-21.843853820598007,Desconto muito alto
1614,148300.0,32.84,-117.02,228690.0,-80390.0,-35.15238969784424,Desconto muito alto
1615,277600.0,34.24,-118.27,327680.0,-50080.0,-15.283203125,Desconto muito alto
1616,95600.0,32.7,-117.1,163855.0,-68255.0,-41.655732202252,Desconto muito alto
1617,164800.0,33.92,-118.02,190399.99999999997,-25599.99999999997,-13.44537815126049,Desconto bom
1620,256600.0,33.62,-117.66,295539.99999999994,-38939.99999999994,-13.175881437368867,Desconto bom
1625,72000.0,34.9,-117.01,84850.00000000001,-12850.000000000015,-15.144372421921052,Desconto muito alto
1627,118400.0,33.91,-118.2,154665.0,-36265.0,-23.447450942359293,Desconto muito alto
1629,116700.0,33.7,-117.88,237240.0,-120540.0,-50.80930703085483,Desconto muito alto
1631,96000.0,34.15,-117.31,125194.99999999996,-29194.999999999956,-23.31962139063059,Desconto muito alto
1632,83700.0,36.34,-119.27,111434.99999999999,-27734.999999999985,-24.888948714497232,Desconto muito alto
1633,118300.0,38.48,-123.01,207230.0,-88930.0,-42.913670800559764,Desconto muito alto
1636,156900.0,33.88,-117.87,180690.0,-23790.0,-13.166196247717085,Desconto bom
1640,145500.0,32.63,-117.07,223645.0,-78145.0,-34.94153681057032,Desconto muito alto
1646,204800.0,33.95,-117.35,297654.99999999994,-92854.99999999994,-31.195511582200858,Desconto muito alto
1647,92300.0,36.65,-119.67,123260.0,-30960.0,-25.117637514197632,Desconto muito alto
1648,86300.0,38.75,-121.3,119755.00000000001,-33455.000000000015,-27.936203081290977,Desconto muito alto
1650,92200.0,36.98,-120.21,102935.0,-10735.0,-10.428911448972652,Desconto bom
1654,100000.0,32.82,-115.32,132255.00000000003,-32255.00000000003,-24.38849192847153,Desconto muito alto
1655,172000.0,32.84,-117.19,257219.99999999997,-85219.99999999997,-33.131171759583225,Desconto muito alto
1656,192200.0,34.07,-118.13,206830.00000000003,-14630.00000000003,-7.0734419571629,Desconto ok
1657,292900.0,37.35,-122.03,386034.99999999994,-93134.99999999994,-24.12605074669394,Desconto muito alto
1658,197200.0,33.85,-118.0,209940.0,-12740.0,-6.068400495379632,Desconto ok
1660,187500.0,37.78,-122.42,242964.99999999997,-55464.99999999997,-22.828390920502944,Desconto muito alto
1661,166700.0,34.18,-118.17,185124.99999999997,-18424.99999999997,-9.952734638757581,Desconto ok
1664,47600.0,35.87,-119.26,66140.0,-18540.0,-28.03144844269731,Desconto muito alto
1665,100200.0,38.03,-121.92,137660.0,-37460.0,-27.21197152404475,Desconto muito alto
1666,117500.0,33.76,-117.86,153585.0,-36085.0,-23.49513298824755,Desconto muito alto
1667,50000.0,37.96,-121.32,113234.99999999999,-63234.999999999985,-55.84404115335364,Desconto muito alto
1669,160300.0,34.06,-118.11,178880.0,-18580.0,-10.386851520572451,Desconto bom
1671,256200.0,36.85,-119.88,301900.0,-45700.0,-15.1374627360053,Desconto muito alto
1674,200800.0,33.89,-118.0,244760.00000000003,-43960.00000000003,-17.960451054093816,Desconto muito alto
1675,160700.0,34.19,-118.15,185405.0,-24705.0,-13.324883363447587,Desconto bom
1676,120600.0,32.68,-117.09,176380.0,-55780.0,-31.62490078240163,Desconto muito alto
1678,193200.0,38.44,-122.69,233680.0,-40480.0,-17.322834645669293,Desconto muito alto
1685,319800.0,33.06,-117.26,358730.0,-38930.0,-10.852172943439356,Desconto bom
1688,310000.0,37.91,-122.51,362560.0,-52560.0,-14.496910856134157,Desconto bom
1689,141900.0,34.12,-117.89,162489.99999999997,-20589.99999999997,-12.671549018401116,Desconto bom
1696,76100.0,37.81,-122.3,128845.00000000001,-52745.000000000015,-40.936784508517995,Desconto muito alto
1698,224200.0,32.81,-117.07,319014.99999999994,-94814.99999999994,-29.72117298559628,Desconto muito alto
1699,168800.0,34.15,-118.12,197120.00000000003,-28320.00000000003,-14.36688311688313,Desconto bom
1700,51300.0,36.74,-119.75,77799.99999999999,-26499.999999999985,-34.061696658097674,Desconto muito alto
1707,119400.0,36.95,-120.09,155135.00000000003,-35735.00000000003,-23.03477616269702,Desconto muito alto
1711,184300.0,32.9,-117.1,309060.0,-124760.0,-40.36756616838154,Desconto muito alto
1714,195400.0,33.71,-117.78,269149.99999999994,-73749.99999999994,-27.401077466096957,Desconto muito alto
1715,83300.0,34.86,-118.17,113850.0,-30550.0,-26.83355292050944,Desconto muito alto
1717,262500.0,34.16,-118.37,310725.0,-48225.0,-15.520154477431813,Desconto muito alto
1720,139300.0,38.54,-122.81,156190.0,-16890.0,-10.813752480952687,Desconto bom
1721,120600.0,34.94,-120.45,163554.99999999997,-42954.99999999997,-26.26333649231144,Desconto muito alto
1722,39400.0,35.33,-119.01,68825.0,-29425.0,-42.75335997094079,Desconto muito alto
1725,225000.0,34.29,-119.17,261399.99999999997,-36399.99999999997,-13.925019127773517,Desconto bom
1727,106300.0,36.48,-119.45,125090.0,-18790.0,-15.021184746982172,Desconto muito alto
1729,80700.0,37.43,-120.79,87625.0,-6925.0,-7.902995720399429,Desconto ok
1731,72600.0,33.93,-116.89,85184.99999999999,-12584.999999999985,-14.773727768973396,Desconto bom
1733,176400.0,37.28,-121.82,201829.99999999997,-25429.99999999997,-12.599712629440607,Desconto bom
1736,172200.0,38.43,-122.87,213225.0,-41025.0,-19.240239183960604,Desconto muito alto
1741,50000.0,41.09,-123.72,125169.99999999997,-75169.99999999997,-60.05432611648157,Desconto muito alto
1742,65600.0,34.15,-116.09,107065.0,-41465.0,-38.72880960164386,Desconto muito alto
1744,61299.99999999999,36.15,-119.74,70959.99999999999,-9659.999999999993,-13.613303269447568,Desconto bom
1749,67600.0,35.37,-118.91,102160.00000000001,-34560.000000000015,-33.829287392325774,Desconto muito alto
1750,228900.0,38.7,-121.06,247560.00000000003,-18660.00000000003,-7.537566650508978,Desconto ok
1751,229500.0,34.43,-119.88,258149.99999999997,-28649.99999999997,-11.098198721673436,Desconto bom
1754,42500.0,34.14,-116.76,92515.0,-50015.0,-54.061503539966495,Desconto muito alto
1757,55100.0,39.08,-121.53,81910.0,-26810.0,-32.731046270296666,Desconto muito alto
1761,100000.0,37.77,-122.21,180700.00000000003,-80700.00000000003,-44.65965688987273,Desconto muito alto
1763,145900.0,38.47,-121.38,158805.0,-12905.0,-8.126318440855137,Desconto ok
1764,125200.0,33.88,-116.53,183079.99999999997,-57879.99999999997,-31.614594712693894,Desconto muito alto
1772,137600.0,33.9,-117.57,156945.0,-19345.0,-12.325974067348435,Desconto bom
1773,100000.0,38.53,-120.59,132885.0,-32885.0,-24.746961658576964,Desconto muito alto
1774,294200.0,33.47,-117.62,392739.99999999994,-98539.99999999994,-25.090390589193856,Desconto muito alto
1775,191700.0,34.1,-117.87,241684.99999999997,-49984.99999999997,-20.681879305707835,Desconto muito alto
1776,190900.0,33.87,-117.88,219625.0,-28725.0,-13.079112122936824,Desconto bom
1778,153400.0,34.1,-117.94,177770.0,-24370.0,-13.708724756708108,Desconto bom
1785,125400.0,32.7,-117.02,178390.00000000003,-52990.00000000003,-29.70457985313079,Desconto muito alto
1786,255100.0,37.27,-121.93,294185.0,-39085.0,-13.285857538623654,Desconto bom
1788,60600.0,38.64,-121.45,71839.99999999999,-11239.999999999985,-15.645879732739404,Desconto muito alto
1789,257300.0,34.25,-118.5,306665.0,-49365.0,-16.097370094402688,Desconto muito alto
1792,193000.0,34.01,-118.33,232995.0,-39995.0,-17.165604412111847,Desconto muito alto
1801,284900.0,33.67,-117.61,365580.0,-80680.0,-22.06904097598337,Desconto muito alto
1803,170200.0,38.44,-122.76,220645.00000000003,-50445.00000000003,-22.862516712366027,Desconto muito alto
1804,218200.0,33.81,-118.29,240444.99999999997,-22244.99999999997,-9.25159599908502,Desconto ok
1805,61199.99999999999,36.2,-119.08,89585.0,-28385.000000000007,-31.68499190712732,Desconto muito alto
1807,82000.0,36.79,-119.71,122905.00000000003,-40905.00000000003,-33.28180301859161,Desconto muito alto
1808,191700.0,32.74,-117.18,266175.0000000001,-74475.00000000012,-27.979712595097244,Desconto muito alto
1810,126800.0,38.34,-121.97,150900.00000000003,-24100.00000000003,-15.970841616964893,Desconto muito alto
1811,57100.0,36.75,-119.84,77055.0,-19955.0,-25.897086496658233,Desconto muito alto
1816,113900.0,33.89,-118.21,142570.0,-28670.0,-20.10941993406748,Desconto muito alto
1817,73700.0,35.36,-119.02,90540.0,-16840.0,-18.599514026949414,Desconto muito alto
1819,351200.0,37.92,-122.02,390619.99999999994,-39419.99999999994,-10.091649173109403,Desconto bom
1820,119200.0,34.0,-118.28,142445.00000000003,-23245.00000000003,-16.318579100705552,Desconto muito alto
1821,68500.0,33.77,-118.08,121074.99999999999,-52574.999999999985,-43.423497831922354,Desconto muito alto
1825,190400.0,34.21,-118.57,217925.00000000006,-27525.00000000006,-12.630492141791924,Desconto bom
1827,182200.0,32.81,-117.02,225330.0,-43130.0,-19.14081569253983,Desconto muito alto
1830,89300.0,37.77,-122.19,128180.0,-38880.0,-30.33234513964737,Desconto muito alto
1835,93800.0,33.65,-116.9,106345.0,-12545.0,-11.796511354553575,Desconto bom
1837,183800.0,33.91,-118.13,259879.99999999997,-76079.99999999997,-29.275050023087573,Desconto muito alto
1840,76700.0,36.79,-119.87,102470.0,-25770.0,-25.148824046062263,Desconto muito alto
1844,123599.99999999999,32.79,-117.17,134675.0,-11075.000000000015,-8.223501020976435,Desconto ok
1846,76900.0,40.58,-122.37,95040.0,-18140.0,-19.08670033670034,Desconto muito alto
1847,227000.0,34.3,-118.7,270220.0,-43220.0,-15.994374953741398,Desconto muito alto
1851,281800.0,33.76,-117.81,326125.00000000006,-44325.00000000006,-13.591414334994267,Desconto bom
1854,127000.0,32.86,-116.92,163485.0,-36485.0,-22.31703214362174,Desconto muito alto
1857,97500.0,33.77,-116.44,111955.00000000001,-14455.000000000015,-12.911437631191113,Desconto bom
1859,144000.0,33.91,-118.16,166300.00000000003,-22300.00000000003,-13.40950090198438,Desconto bom
1860,58000.0,35.35,-119.01,79980.0,-21980.0,-27.481870467616904,Desconto muito alto
1863,47700.0,36.72,-119.77,62105.00000000001,-14405.000000000007,-23.19458980758394,Desconto muito alto
1864,56400.0,36.75,-119.78,66195.0,-9795.0,-14.797190120099705,Desconto bom
1865,251400.0,33.8,-118.12,313420.0,-62020.0,-19.78814370493268,Desconto muito alto
1866,147900.0,38.44,-122.74,158520.0,-10620.0,-6.699470098410296,Desconto ok
1868,266800.0,37.89,-122.07,321405.0,-54605.0,-16.989468116550768,Desconto muito alto
1870,109200.0,39.14,-123.2,144740.0,-35540.0,-24.55437335912671,Desconto muito alto
1871,51700.0,36.84,-119.79,60845.0,-9145.0,-15.029994247678527,Desconto muito alto
1876,264100.0,33.04,-117.08,290759.99999999994,-26659.99999999994,-9.169074150502114,Desconto ok
1878,59000.0,40.11,-122.17,70825.0,-11825.0,-16.696081891987294,Desconto muito alto
1879,179300.0,37.88,-122.29,266710.00000000006,-87410.00000000006,-32.77342431854825,Desconto muito alto
1880,86900.0,37.36,-120.6,103575.0,-16675.0,-16.099444846729423,Desconto muito alto
1882,293200.0,38.03,-122.55,310064.99999999994,-16864.99999999994,-5.439182106977551,Desconto ok
1885,240000.0,37.28,-121.94,323004.99999999994,-83004.99999999994,-25.69774461695638,Desconto muito alto
1887,84400.0,37.81,-122.3,98540.00000000001,-14140.000000000015,-14.349502740004072,Desconto bom
1891,85000.0,37.81,-122.3,119299.99999999999,-34299.999999999985,-28.751047778709125,Desconto muito alto
1892,71500.0,39.4,-123.36,122449.99999999999,-50949.999999999985,-41.60881992650061,Desconto muito alto
1893,67400.0,34.23,-116.62,115405.0,-48005.0,-41.59698453273255,Desconto muito alto
1895,109500.0,33.96,-118.3,182684.99999999997,-73184.99999999997,-40.06076032514984,Desconto muito alto
1896,146700.0,33.38,-117.25,195480.0,-48780.0,-24.953959484346225,Desconto muito alto
1899,91800.0,35.38,-119.03,115799.99999999999,-23999.999999999985,-20.72538860103626,Desconto muito alto
1900,135600.0,32.58,-117.11,167210.0,-31610.0,-18.90437174810119,Desconto muito alto
1901,168900.0,33.95,-118.02,223820.00000000003,-54920.00000000003,-24.537574836922538,Desconto muito alto
1902,80700.0,33.98,-117.36,99870.0,-19170.0,-19.194953439471313,Desconto muito alto
1904,108300.0,36.61,-119.46,128380.0,-20080.0,-15.641065586539959,Desconto muito alto
1906,145200.0,40.25,-121.15,157975.0,-12775.0,-8.086722582687134,Desconto ok
1910,95500.0,38.01,-121.3,126939.99999999999,-31439.999999999985,-24.767606743343304,Desconto muito alto
1911,67900.0,36.72,-119.87,89455.0,-21555.0,-24.09591414677771,Desconto muito alto
1912,184100.0,34.15,-118.11,246330.00000000003,-62230.00000000003,-25.26285876669509,Desconto muito alto
1915,150000.0,32.75,-117.14,191280.0,-41280.0,-21.580928481806776,Desconto muito alto
1917,94600.0,32.8,-117.05,274285.00000000006,-179685.00000000006,-65.5103268498095,Desconto muito alto
1918,110300.0,37.95,-122.35,133324.99999999997,-23024.99999999997,-17.269829364335255,Desconto muito alto
1920,245399.99999999997,33.5,-117.7,351710.0,-106310.00000000003,-30.226607147934388,Desconto muito alto
1921,70600.0,36.06,-119.05,105259.99999999999,-34659.999999999985,-32.92798783963518,Desconto muito alto
1923,64700.0,36.21,-120.1,68325.0,-3625.0,-5.3055250640321985,Desconto ok
1924,122499.99999999999,33.12,-117.09,162899.99999999997,-40399.999999999985,-24.800491098833636,Desconto muito alto
1925,168800.0,32.73,-117.12,221470.0,-52670.0,-23.782002077030747,Desconto muito alto
1926,147400.0,33.91,-118.15,156624.99999999997,-9224.99999999997,-5.889864325618499,Desconto ok
1928,67500.0,35.38,-119.01,75670.0,-8170.0,-10.79688119466103,Desconto bom
1929,186400.0,33.86,-118.25,259215.00000000003,-72815.00000000003,-28.090581177786788,Desconto muito alto
1931,102100.0,32.75,-117.11,160654.99999999997,-58554.99999999997,-36.44766736173787,Desconto muito alto
1932,183600.0,38.45,-122.76,240495.0,-56895.0,-23.657456495977048,Desconto muito alto
1933,105400.0,33.94,-117.46,114050.0,-8650.0,-7.584392810170977,Desconto ok
1936,294800.0,34.17,-118.92,327294.99999999994,-32494.99999999994,-9.928352098259964,Desconto ok
1940,84800.0,38.35,-120.57,97385.00000000001,-12585.000000000015,-12.92293474354368,Desconto bom
1941,179400.0,32.69,-117.03,220345.00000000006,-40945.00000000006,-18.58222333159366,Desconto muito alto
1942,271300.0,33.86,-118.35,300004.99999999994,-28704.99999999994,-9.56817386376892,Desconto ok
1943,185900.0,34.26,-118.3,237249.99999999997,-51349.99999999997,-21.64383561643835,Desconto muito alto
1946,224800.0,33.68,-117.96,269090.0,-44290.0,-16.459177226950093,Desconto muito alto
1948,114600.0,37.29,-119.56,130374.99999999999,-15774.999999999985,-12.099712368168735,Desconto bom
1953,195800.0,37.69,-122.1,239580.00000000003,-43780.00000000003,-18.27364554637283,Desconto muito alto
1955,111500.0,33.95,-117.4,124409.99999999999,-12909.999999999985,-10.376979342496572,Desconto bom
1956,113900.0,36.19,-118.93,121480.0,-7580.0,-6.239710240368785,Desconto ok
1958,150400.0,32.87,-117.0,189635.0,-39235.0,-20.689746091175152,Desconto muito alto
1960,188800.0,37.84,-122.26,252890.00000000003,-64090.00000000003,-25.34303452093797,Desconto muito alto
1961,151800.0,37.96,-122.04,219955.00000000003,-68155.00000000003,-30.985883476165586,Desconto muito alto
1963,97500.0,37.77,-122.18,172659.99999999997,-75159.99999999997,-43.53063824858101,Desconto muito alto
1964,89100.0,39.13,-121.65,93970.0,-4870.0,-5.182505054804725,Desconto ok
1965,141600.0,37.94,-122.33,232210.00000000003,-90610.00000000003,-39.02071400887129,Desconto muito alto
1968,211100.0,33.01,-117.05,269290.0,-58190.0,-21.60867466300271,Desconto muito alto
1969,173900.0,33.9,-118.12,206974.99999999997,-33074.99999999997,-15.980190844304856,Desconto muito alto
1970,70000.0,40.78,-124.19,134860.0,-64860.0,-48.09432003559246,Desconto muito alto
1972,85900.0,40.52,-122.39,140105.0,-54205.0,-38.68884051247279,Desconto muito alto
1980,61799.99999999999,40.37,-120.58,80590.0,-18790.000000000007,-23.315547834718956,Desconto muito alto
1985,138800.0,37.79,-122.25,157640.00000000003,-18840.00000000003,-11.951281400659747,Desconto bom
1986,175900.0,32.84,-117.18,204000.00000000003,-28100.00000000003,-13.77450980392158,Desconto bom
1990,72900.0,36.09,-119.06,124135.0,-51235.0,-41.273613404760944,Desconto muito alto
1991,177500.0,34.07,-118.28,215035.00000000003,-37535.00000000003,-17.45529797474831,Desconto muito alto
1993,224100.0,33.84,-118.15,250605.0,-26505.0,-10.576405099658825,Desconto bom
1995,125000.0,37.81,-122.26,208310.0,-83310.0,-39.993279247275694,Desconto muito alto
2000,59500.0,39.93,-122.18,86695.0,-27195.0,-31.368591037545418,Desconto muito alto
2001,150000.0,34.28,-118.42,164414.99999999997,-14414.99999999997,-8.76744822552685,Desconto ok
2002,112500.0,33.74,-117.84,203659.99999999997,-91159.99999999997,-44.760875969753506,Desconto muito alto
2003,70900.0,36.8,-119.76,89280.00000000001,-18380.000000000015,-20.58691756272403,Desconto muito alto
2004,226800.0,32.76,-117.0,254595.00000000003,-27795.00000000003,-10.917339303599844,Desconto bom
2005,204600.0,38.5,-121.55,236159.99999999997,-31559.99999999997,-13.363821138211371,Desconto bom
2011,152200.0,34.11,-118.18,183224.99999999997,-31024.99999999997,-16.932732978578237,Desconto muito alto
2012,136200.0,33.97,-117.39,198400.00000000006,-62200.00000000006,-31.35080645161292,Desconto muito alto
2013,181300.0,34.18,-118.31,221519.99999999997,-40219.99999999997,-18.156374142289625,Desconto muito alto
2016,165600.0,40.94,-124.05,338145.00000000006,-172545.00000000006,-51.02692631859115,Desconto muito alto
2017,95600.0,34.08,-117.41,132400.0,-36800.0,-27.794561933534744,Desconto muito alto
2019,73200.0,41.75,-124.23,161849.99999999997,-88649.99999999997,-54.77293790546802,Desconto muito alto
2020,152700.0,38.29,-122.27,186620.0,-33920.0,-18.175972564569715,Desconto muito alto
2021,118500.0,33.97,-118.24,135209.99999999997,-16709.99999999997,-12.358553361437744,Desconto bom
2023,157300.0,37.78,-122.17,208160.0,-50860.0,-24.43312836279785,Desconto muito alto
2024,144300.0,33.93,-118.19,152855.0,-8555.0,-5.596807431879887,Desconto ok
2027,225600.0,33.18,-117.26,240925.0,-15325.0,-6.360900695237107,Desconto ok
2028,179300.0,33.83,-117.92,215845.0,-36545.0,-16.931131135768723,Desconto muito alto
2029,135500.0,36.83,-119.81,182215.0,-46715.0,-25.637296600170128,Desconto muito alto
2030,132200.0,35.39,-119.08,182159.99999999997,-49959.99999999997,-27.426438296003504,Desconto muito alto
2035,144100.0,34.02,-117.95,200234.99999999997,-56134.99999999997,-28.034559392713547,Desconto muito alto
2042,102000.0,37.77,-122.2,125250.0,-23250.0,-18.562874251497004,Desconto muito alto
2044,183100.0,33.81,-117.98,207700.00000000003,-24600.00000000003,-11.844005777563806,Desconto bom
2046,232700.0,34.28,-119.16,275155.0,-42455.0,-15.42948519925133,Desconto muito alto
2048,106300.0,32.71,-117.14,124639.99999999997,-18339.99999999997,-14.714377406931945,Desconto bom
2049,105200.0,38.69,-121.41,131980.0,-26780.0,-20.29095317472344,Desconto muito alto
2050,153100.0,33.81,-117.91,219210.0,-66110.0,-30.15829569818895,Desconto muito alto
2051,46900.0,36.75,-119.77,58354.99999999999,-11454.999999999993,-19.629851769342803,Desconto muito alto
2057,161800.0,33.63,-117.73,294005.0,-132205.0,-44.96692233125287,Desconto muito alto
2058,74300.0,36.5,-119.26,105430.0,-31130.0,-29.52670018021436,Desconto muito alto
2059,93600.0,33.95,-118.27,103869.99999999999,-10269.999999999985,-9.887359198998736,Desconto ok
2062,58000.0,33.97,-116.86,96150.00000000001,-38150.000000000015,-39.67758710348414,Desconto muito alto
2065,112500.0,37.42,-121.94,257190.00000000003,-144690.00000000003,-56.25801936311676,Desconto muito alto
2066,71700.0,36.78,-119.75,83149.99999999999,-11449.999999999985,-13.770294648226084,Desconto bom
2067,156100.0,32.89,-117.21,224580.0,-68480.0,-30.49247484192715,Desconto muito alto
2068,174400.0,33.83,-118.22,227145.0,-52745.0,-23.220850117766183,Desconto muito alto
2069,217700.0,37.32,-121.99,267110.00000000006,-49410.00000000006,-18.49799707985476,Desconto muito alto
2070,98400.0,33.96,-118.28,112580.00000000001,-14180.000000000015,-12.595487653224385,Desconto bom
2071,70300.0,38.52,-121.45,106395.00000000001,-36095.000000000015,-33.92546642229429,Desconto muito alto
2072,156000.0,36.92,-121.74,194009.99999999997,-38009.99999999997,-19.591773619916488,Desconto muito alto
2073,84700.0,40.85,-123.13,98655.00000000001,-13955.000000000015,-14.145253661750557,Desconto bom
2074,229700.0,36.83,-119.84,285085.0,-55385.0,-19.427539154988864,Desconto muito alto
2077,237400.0,33.1,-117.23,410705.0,-173305.0,-42.19695401809084,Desconto muito alto
2079,125900.0,32.75,-117.06,162510.00000000003,-36610.00000000003,-22.527844440342147,Desconto muito alto
